X,Y,objectid,crn,arrival_tm,automobile_count,belted_death_count,belted_susp_serious_inj_count,bicycle_count,bicycle_death_count,bicycle_susp_serious_inj_count,bus_count,chldpas_death_count,chldpas_susp_serious_inj_count,collision_type,comm_veh_count,cons_zone_spd_lim,county,crash_month,crash_year,day_of_week,dec_latitude,dec_longitude,dispatch_tm,district,driver_count_16yr,driver_count_17yr,driver_count_18yr,driver_count_19yr,driver_count_20yr,driver_count_50_64yr,driver_count_65_74yr,driver_count_75plus,est_hrs_closed,fatal_count,heavy_truck_count,horse_buggy_count,hour_of_day,illumination,injury_count,intersection_related_x,intersect_type,lane_closed,latitude,ln_close_dir,location_type,longitude,max_severity_level,mcycle_death_count,mcycle_susp_serious_inj_count,motorcycle_count,municipality,nonmotr_count,nonmotr_death_count,nonmotr_susp_serious_inj_count,ntfy_hiwy_maint,ped_count,ped_death_count,ped_susp_serious_inj_count,person_count,police_agcy,possible_inj_count,rdwy_surf_type_cd,relation_to_road,roadway_cleared,road_condition,sch_bus_ind,sch_zone_ind,secondary_crash,small_truck_count,spec_juris_cd,susp_minor_inj_count,susp_serious_inj_count,suv_count,tcd_func_cd,tcd_type,tfc_detour_ind,time_of_day,total_units,tot_inj_count,unbelted_occ_count,unb_death_count,unb_susp_serious_inj_count,unk_inj_deg_count,unk_inj_per_count,urban_rural,van_count,vehicle_count,weather1,weather2,workers_pres,work_zone_ind,work_zone_loc,work_zone_type,wz_close_detour,wz_flagger,wz_law_offcr_ind,wz_ln_closure,wz_moving,wz_other,wz_shlder_mdn,wz_workers_inj_killed,aggressive_driving,alcohol_related,angle_crash,atv,atv_route,backup_congestion,backup_nonrecurring,backup_prior,bicycle,cell_phone,child_passenger,comm_vehicle,core_network,cross_median,curved_road,curve_dvr_error,deer_related,distracted,drinking_driver,driver_16yr,driver_17yr,driver_18yr,driver_19yr,driver_20yr,driver_50_64yr,driver_65_74yr,driver_75plus,drugged_driver,drug_related,fatal,fatal_or_susp_serious_inj,fatigue_asleep,federal_aid_route,fire_in_vehicle,hazardous_truck,hit_barrier,hit_bridge,hit_deer,hit_embankment,hit_fixed_object,hit_gdrail,hit_gdrail_end,hit_parked_vehicle,hit_pole,hit_roadway_equipment,hit_run,hit_temp_construction_barrier,hit_traffic_island,hit_tree_shrub,hit_utility_pole,horse_buggy,ho_oppdir_sdswp,hvy_truck_related,icy_road,illegal_drug_related,illumination_dark,impaired_driver,impaired_nonmotorist,injury,injury_or_fatal,intersection,intersection_related_y,interstate,lane_departure,left_turn,limit_65mph,limit_70mph,local_road,local_road_only,marijuana_drugged_driver,marijuana_related,mature_driver,mc_drinking_driver,motorcycle,multiple_vehicle,nhtsa_agg_driving,non_intersection,no_clearance,opioid_related,other_freeway_expressway,overturned,pedestrian,phantom_vehicle,possible_injury,property_damage_only,psp_reported,ramp,ramp_segment,ramp_terminal,rear_end,roundabout,running_red_lt,running_stop_sign,rural,school_bus,school_bus_related,school_bus_unit,school_zone,shldr_related,signalized_int,single_vehicle,snowmobile,snow_slush_road,speeding,speeding_related,speed_change_lane,state_road,stop_controlled_int,sudden_deer,suspected_minor_injury,suspected_serious_injury,sv_run_off_rd,tailgating,train,train_trolley,trolley,turnpike,unbelted,underage_drnk_drv,unlicensed,unsignalized_int,urban,vehicle_failure,vehicle_towed,vulnerable_road_user,vulnerable_road_user_fatal,wet_road,work_zone,young_driver
-8371539.827,4859112.112,1691,2020041162,359,1,0,0,0,0,0,0,0,0,7,0,,67,5,2020,3,39.952974,-75.20282,355,6,0,0,0,0,0,0,0,0,,0,0,0,,,0,N,2,,39 57:10.706,,0,75 12:10.152,0,0,0,0,67301,0,0,0,N,0,0,0,1,67504,0,,4,,1,,,N,0,,0,0,0,,3,,,1,0,1,0,0,0,0,2,0,1,,3,,N,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0
-8362465.282,4861770.962,1692,2020086213,1515,0,0,0,0,0,0,0,0,0,1,1,,67,10,2020,4,39.971281,-75.121302,1515,6,0,0,0,0,0,0,0,0,,0,1,0,,,0,,1,,39 58:16.610,1,2,75 07:16.686,0,0,0,0,67301,0,0,0,N,0,0,0,2,67301,0,,1,1650,1,N,N,N,0,,0,0,1,,2,Y,,2,0,0,0,0,0,0,2,0,2,,3,,N,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
-8366798.506,4861811.198,1693,2020020932,825,1,0,0,0,0,0,0,0,0,4,0,,67,2,2020,1,39.971558,-75.160228,822,6,0,0,0,0,0,2,0,0,,0,0,0,,,1,,1,,39 58:17.607,,0,75 09:36.821,3,0,0,0,67301,0,0,0,N,0,0,0,2,67301,0,,1,,1,N,N,N,0,,1,0,0,,3,,,2,1,0,0,0,0,0,2,1,2,,3,,N,,,,,,,,,,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0
-8364164.018,4865865.854,1694,2020084650,220,0,0,0,0,0,0,0,0,0,7,1,,67,10,2020,6,39.999466,-75.136562,218,6,0,0,0,0,0,0,0,0,,0,1,0,,,1,N,0,,39 59:58.076,,0,75 08:11.624,3,0,0,0,67301,0,0,0,N,0,0,0,1,67301,0,,4,,1,N,N,N,0,,1,0,0,,0,,,1,1,0,0,0,0,0,2,0,1,,3,,N,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
-8362200.231,4866225.373,1695,2020043440,320,3,0,0,0,0,0,0,0,0,1,0,,67,5,2020,1,40.00194,-75.118921,312,6,0,0,0,0,0,0,0,0,,0,0,0,,,3,N,0,,40 00:06.985,,0,75 07:08.116,2,0,0,0,67301,0,0,0,N,0,0,0,3,67301,0,,6,,1,N,N,N,0,,2,1,1,,0,,,5,3,0,0,0,0,0,2,1,5,,3,,N,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
-8345477.701,4879733.916,1696,2020020490,1845,1,0,0,0,0,0,0,0,0,8,0,,67,2,2020,2,40.094833,-74.9687,1837,6,0,0,0,0,0,0,0,0,,0,0,0,,,1,,1,,40 05:41.399,,0,74 58:07.319,3,0,0,0,67301,1,0,0,N,1,0,0,2,67301,0,,1,,1,N,N,N,0,,1,0,0,,2,,,2,1,0,0,0,0,0,2,0,1,,3,,N,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
-8366457.645,4859696.484,1697,2020048719,1013,3,0,0,0,0,0,0,0,0,4,0,,67,6,2020,5,39.956998,-75.157166,1027,6,0,0,0,0,0,0,0,0,,0,0,0,,,1,,1,,39 57:25.194,3,3,75 09:25.796,3,0,0,0,67301,0,0,0,N,0,0,0,3,67301,0,,1,1115,9,N,N,N,0,,1,0,0,,2,Y,,3,1,1,0,0,0,0,2,0,3,,,,N,,,,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0
-8362707.847,4864622.752,1698,2020041553,1730,1,0,0,0,0,0,0,0,0,8,0,,67,5,2020,3,39.990911,-75.123481,1725,6,0,0,0,0,0,0,0,0,,0,0,0,,,1,N,0,,39 59:27.280,,0,75 07:24.530,3,0,0,0,67301,1,0,0,N,1,0,0,2,67301,0,,1,,1,N,N,N,0,,1,0,0,,0,,,2,1,0,0,0,0,1,2,0,1,,3,,N,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
-8373050.655,4848991.696,1699,2020086183,815,0,0,0,0,0,0,0,0,0,7,0,,67,10,2020,5,39.883247,-75.216392,801,6,0,0,0,0,0,0,0,0,,0,0,0,,,1,N,0,,39 52:59.690,,0,75 12:59.010,3,0,0,0,67301,0,0,0,N,0,0,0,1,67301,0,,2,,1,N,N,N,0,,1,0,1,,0,,,1,1,0,0,0,0,0,2,0,1,,3,,N,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
-8360468.989,4865477.577,1700,2020042323,1450,2,0,0,0,0,0,0,0,0,4,0,,67,5,2020,4,39.996794,-75.103369,1450,6,0,0,0,0,0,1,0,0,,0,0,0,,,2,,1,,39 59:48.460,,0,75 06:12.128,8,0,0,0,67301,0,0,0,N,0,0,0,3,67301,0,,1,,1,N,N,N,0,,0,0,0,,2,,,2,2,0,0,0,2,0,2,0,2,,,,N,,,,,,,,,,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
-8371860.761,4859777.665,1701,2020084902,14,1,0,0,0,0,0,0,0,0,7,0,,67,10,2020,2,39.957557,-75.205703,10,6,0,0,0,0,0,0,0,0,,0,0,0,,,0,N,0,,39 57:27.206,3,0,75 12:20.531,9,0,0,0,67301,0,0,0,N,0,0,0,1,67301,0,,2,39,9,N,N,N,0,,0,0,0,,0,N,,1,0,0,0,0,0,1,2,0,1,,,,N,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0
-8365956.151,4866265.772,1702,2020086595,648,2,0,0,0,0,0,0,0,0,7,0,,67,10,2020,7,40.002218,-75.152661,645,6,0,0,0,0,0,0,0,0,,0,0,0,,,1,N,0,,40 00:07.984,2,0,75 09:09.578,8,0,0,0,67301,0,0,0,N,0,0,0,1,67505,0,,2,720,1,N,N,Y,0,,0,0,0,,0,N,,2,1,0,0,0,1,0,2,0,2,,98,,N,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
-8366528.556,4862845.045,1703,2020042040,50,1,0,0,0,0,0,0,0,0,7,0,,67,5,2020,6,39.978675,-75.157803,0,6,0,0,0,1,0,0,0,0,,0,0,0,,,0,,1,,39 58:43.230,,0,75 09:28.092,9,0,0,0,67301,0,0,0,Y,0,0,0,2,67505,0,,4,,1,N,N,N,0,,0,0,0,,2,,,2,0,0,0,0,0,2,2,0,1,,3,,N,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
-8362730.668,4872334.824,1704,2020041557,433,2,0,0,0,0,0,0,0,0,4,0,,67,5,2020,3,40.043968,-75.123686,430,6,0,0,0,0,0,0,0,0,,0,0,0,,,0,,1,,40 02:38.284,,0,75 07:25.269,0,0,0,0,67301,0,0,0,N,0,0,0,2,67301,0,,1,,9,N,N,N,0,,0,0,0,,3,,,2,0,0,0,0,0,0,2,0,2,,5,,N,,,,,,,,,,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0
-8350253.753,4872965.492,1705,2020042307,902,1,0,0,0,0,0,0,0,0,4,0,,67,5,2020,5,40.048305,-75.011604,858,6,0,0,0,0,0,1,0,0,,0,0,0,,,1,,1,,40 02:53.898,,0,75 00:41.774,3,0,0,0,67301,0,0,0,N,0,0,0,2,67301,0,,1,,1,N,N,N,0,,1,0,1,,3,,,2,1,0,0,0,0,0,2,0,2,,4,,N,,,,,,,,,,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
-8365424.712,4864937.763,1706,2020056665,303,0,0,0,0,0,0,0,0,0,2,0,,67,7,2020,7,39.993079,-75.147887,258,6,0,0,0,0,0,1,0,0,,0,0,0,,,1,,1,,39 59:35.083,,0,75 08:52.393,8,0,0,0,67301,0,0,0,N,0,0,0,3,67301,0,,1,,1,N,N,N,0,,0,0,1,,2,,,2,1,1,0,0,1,0,2,0,2,,3,,N,,,,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
-8365080.178,4871053.835,1707,2020042454,1935,1,0,0,0,0,0,0,0,0,4,0,,67,5,2020,5,40.035158,-75.144792,1935,6,0,0,0,0,0,0,0,1,,0,0,0,,,3,,1,,40 02:06.568,,0,75 08:41.251,8,0,0,0,67301,0,0,0,N,0,0,0,4,67301,0,,1,,1,N,N,N,0,,0,0,1,,2,,,2,3,0,0,0,3,0,2,0,2,,,,N,,,,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
-8365071.941,4871535.095,1708,2020040497,1259,1,0,0,0,0,0,0,0,0,7,0,,67,5,2020,6,40.038468,-75.144718,1257,6,0,0,0,0,0,2,0,0,,0,0,0,,,0,N,0,,40 02:18.483,,0,75 08:40.983,0,0,0,0,67301,0,0,0,N,0,0,0,3,67301,0,,4,,1,N,N,N,0,,0,0,2,,0,,,3,0,0,0,0,0,0,2,0,3,,,,N,,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
-8367085.154,4868895.723,1709,2020046085,1220,2,0,0,0,0,0,0,0,0,4,0,,67,6,2020,6,40.020313,-75.162803,1216,6,0,0,0,0,0,0,0,0,,0,0,0,,,1,,2,,40 01:13.127,,0,75 09:46.089,3,0,0,0,67301,0,0,0,N,0,0,0,4,67301,0,,1,,1,N,N,N,0,,1,0,0,,0,,,2,1,1,0,0,0,0,2,0,2,,3,,N,,,,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0
-8347617.151,4882561.621,1710,2020042543,2028,1,0,0,0,0,0,0,0,0,4,0,,67,5,2020,6,40.114262,-74.987919,2025,6,0,0,0,0,0,0,0,0,,0,0,0,,,0,,1,,40 06:51.342,6,0,74 59:16.507,0,0,0,0,67301,0,0,0,N,0,0,0,4,67301,0,,1,2045,1,N,N,N,1,,0,0,0,,2,N,,2,0,0,0,0,0,0,2,0,2,,,,N,,,,,,,,,,,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
-8364123.832,4861428.018,1711,2020042329,656,2,0,0,0,0,0,0,0,0,4,0,,67,5,2020,5,39.96892,-75.136201,656,6,0,0,0,0,0,1,0,0,,0,0,0,,,0,,1,,39 58:08.111,4,0,75 08:10.324,0,0,0,0,67301,0,0,0,N,0,0,0,2,67301,0,,1,715,1,N,N,N,0,,0,0,0,,2,Y,,2,0,0,0,0,0,0,2,0,2,,3,,N,,,,,,,,,,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
-8376300.963,4861379.794,1712,2020048754,1137,1,0,0,0,0,0,0,0,0,5,0,,67,6,2020,7,39.968588,-75.24559,1137,6,0,0,0,0,0,1,0,0,,0,0,0,,,2,N,0,,39 58:06.917,,0,75 14:44.123,3,0,0,0,67301,0,0,0,N,0,0,0,2,67301,1,,6,,1,N,N,N,0,,1,0,1,,0,,,2,2,0,0,0,0,0,2,0,2,,,,N,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
-8367843.129,4863967.915,1713,2020055850,2013,1,0,0,0,0,0,0,0,0,2,0,,67,7,2020,4,39.986404,-75.169612,2013,6,0,0,0,0,0,0,0,0,,0,0,0,,,1,,2,,39 59:11.054,,0,75 10:10.603,3,0,0,0,67301,0,0,0,N,0,0,0,2,67301,0,,1,,1,N,N,N,0,,1,0,0,,2,,,2,1,0,0,0,0,0,2,0,2,,3,,N,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
-8351507.99,4872238.999,1714,2020013636,200,4,0,0,0,0,0,0,0,0,1,0,,67,2,2020,4,40.043309,-75.022871,155,6,0,0,0,0,0,0,0,0,,0,0,0,,,0,N,0,,40 02:35.912,,0,75 01:22.337,0,0,0,0,67301,0,0,0,N,0,0,0,1,67301,0,,6,,9,N,N,N,0,,0,0,0,,0,,,4,0,0,0,0,0,0,2,0,4,,7,,N,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
-8369484.757,4854865.702,1715,2020036488,1829,4,0,0,0,0,0,0,0,0,4,0,,67,5,2020,7,39.923726,-75.184359,1821,6,0,0,0,0,0,0,0,0,,0,0,0,,,2,,1,,39 55:25.413,,0,75 11:03.692,4,0,0,0,67301,0,0,0,N,0,0,0,2,67301,2,,1,,1,N,N,N,0,,0,0,0,,3,,,4,2,0,0,0,0,0,2,0,4,,,,N,,,,,,,,,,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
